(300000001, 257, 8, 0),
(300000001, 216, 45, 0),
(300000001, 227, 50, 0),
(300000001, 231, 50, 0),
(300000001, 255, 15, 0),
(300000001, 100, 15, 0),
(300000001, 245, 15, 0),
(300000001, 312, 20, 0),
(300000001, 211, 10, 0),
(300000001, 78, 1, 0),
(300000001, 212, 8, 0),
(300000001, 148, 2, 0),
(300000001, 256, 1, 0),
(300000001, 121, 6, 0),
(300000001, 75, 1, 0),
(300000001, 287, 3, 0),
(300000001, 210, 45, 0),
(300000001, 233, 47, 0),
(300000001, 29, 24, 0),
(300000001, 120, 15, 0),
(300000001, 95, 20, 0),
(300000001, 83, 1, 0),
(300000001, 319, 2, 0),
(300000001, 54, 49, 0),
(300000001, 50, 7, 0),
(300000001, 76, 1, 0),
(300000001, 284, 40, 0),
(300000001, 168, 3, 0),
(300000001, 993, 7, 0),
(300000001, 1405, 4, 0),
(300000001, 36, 37, 0),
(300000001, 48, 37, 0),
(300000001, 87, 1, 0),
(300000001, 317, 5, 0),
(300000001, 920, 37, 0),
(300000001, 116, 14, 0),
(300000001, 290, 14, 0),
(300000001, 286, 3, 0),
(300000001, 130, 2, 0),
(300000001, 104, 1, 0),
(300000001, 80, 1, 0),
(300000001, 181, 1, 0),
(300000001, 452, 5, 0),
(300000001, 88, 1, 0),
(300000001, 421, 5, 0),
(300000001, 422, 3, 0),
(300000001, 424, 3, 0),
(300000001, 320, 10, 0),
(300000001, 994, 1, 0),
(300000001, 280, 37, 0),
(300000001, 281, 37, 0),
(300000001, 282, 1, 0),
(300000001, 17, 34, 0),
(300000001, 222, 1, 0),
(300000001, 109, 1, 0),
(300000001, 35, 28, 0),
(300000001, 81, 3, 0),
(300000001, 420, 3, 0),
(300000001, 423, 3, 0),
(300000001, 461, 2, 0),
(300000001, 298, 1, 0),
(300000001, 292, 1, 0),
(300000001, 425, 1, 0),
(300000001, 194, 1, 0),
(300000001, 134, 1, 0),
(300000001, 239, 7, 0),
(300000001, 1322, 1, 0),
(300000001, 1320, 9, 0),
(300000001, 141, 3, 0),
(300000001, 142, 5, 0),
(300000001, 3, 9, 0),
(300000001, 226, 1, 0),
(300000001, 295, 1, 0),
(300000001, 841, 1, 0),
(300000001, 842, 1, 0),
(300000001, 56, 9, 0),
(300000001, 16, 9, 0),
(300000001, 328, 1, 0),
(300000001, 329, 1, 0),
(300000001, 921, 1, 0),
(300000001, 330, 1, 0),
(300000001, 359, 1, 0),
(300000001, 361, 1, 0),
(300000001, 339, 1, 0),
(300000001, 347, 1, 0),
(300000001, 360, 1, 0),
(300000001, 430, 1, 0),
(300000001, 440, 1, 0),
(300000001, 457, 1, 0),
(300000001, 758, 1, 0),
(300000001, 759, 1, 0),
(300000001, 767, 1, 0),
(300000001, 917, 1, 0),
(300000001, 755, 1, 0),
(300000001, 756, 1, 0),
(300000001, 757, 1, 0),
(300000001, 774, 1, 0),
(300000001, 995, 1, 0),
(300000001, 335, 1, 0),
(300000001, 362, 1, 0),
(300000001, 536, 1, 0),
(300000001, 456, 1, 0),
(300000001, 777, 1, 0),
(300000001, 631, 1, 0),
(300000001, 632, 1, 0),
(300000001, 633, 1, 0),
(300000001, 650, 1, 0),
(300000001, 651, 1, 0),
